Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Vehicle_Type,multiple_deliveries,Festival,City,Time_taken,Delivery_distance
AURGRES03DEL01 ,26,4.6,19.874733,75.353942,19.984733,75.463942,14-02-2022,18:35:00,18:50:00,Windy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,25,0.15556349186103965
CHENRES17DEL01 ,32,5.0,13.045479,80.23311,13.155479,80.34311,04-03-2022,19:20:00,19:35:00,Windy,Jam ,1,Buffet ,scooter ,1,No ,Urban ,30,0.15556349186103965
JAPRES20DEL03 ,37,4.9,26.956431,75.776649,27.046431,75.866649,20-03-2022,19:10:00,19:25:00,Fog,Jam ,0,Special Drinks,motorcycle ,2,No ,Metropolitian ,48,0.12727922061357083
KOCRES14DEL02 ,26,4.9,10.027014,76.308053,10.157014,76.438053,12-02-2022,23:55:00,00:00:00,Stormy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,18,0.1838477631084997
COIMBRES09DEL02 ,31,4.8,11.008638,76.984311,11.138638,77.114311,27-03-2022,23:10:00,23:15:00,Stormy,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,28,0.1838477631084997
CHENRES08DEL03 ,37,4.6,13.022394,80.242439,13.112394,80.332439,10-03-2022,17:45:00,17:50:00,Stormy,Medium ,1,Buffet ,motorcycle ,1,No ,Urban ,26,0.12727922061357083
MUMRES08DEL01 ,26,4.7,19.065838,72.832658,19.175838,72.942658,06-03-2022,21:55:00,22:10:00,Sunny,Jam ,2,Drinks ,scooter ,0,No ,Urban ,16,0.15556349186103965
INDORES010DEL03 ,37,4.8,22.75004,75.902847,22.78004,75.932847,07-03-2022,20:50:00,20:55:00,Cloudy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,25,0.04242640687119446
RANCHIRES03DEL02 ,22,4.6,0.0,0.0,0.13,0.13,04-04-2022,20:35:00,20:45:00,Sunny,Jam ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,22,0.18384776310850237
SURRES04DEL03 ,21,4.4,21.173493,72.801953,21.203493,72.831953,03-04-2022,22:25:00,22:40:00,Windy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,15,0.04242640687119446
BANGRES16DEL01 ,22,4.0,13.029198,77.570997,13.039198,77.580997,13-03-2022,09:45:00,09:55:00,Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Urban ,28,0.014142135623725625
CHENRES14DEL01 ,38,4.5,13.026279,80.174568,13.036279,80.184568,28-03-2022,10:20:00,10:25:00,Windy,Low ,1,Meal ,motorcycle ,1,No ,Urban ,20,0.014142135623734417
CHENRES03DEL01 ,28,4.0,13.091809,80.219104,13.131809,80.259104,15-03-2022,13:30:00,13:45:00,Stormy,High ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,32,0.05656854249491883
VADRES09DEL02 ,29,4.7,0.0,0.0,0.13,0.13,04-04-2022,20:10:00,20:15:00,Sandstorms,Jam ,1,Meal ,scooter ,0,No ,Urban ,17,0.18384776310850237
VADRES11DEL01 ,31,4.9,22.308096,73.167753,22.348096,73.207753,28-03-2022,12:15:00,12:30:00,Cloudy,High ,1,Special Drinks,motorcycle ,1,No ,Metropolitian ,38,0.056568542494920084
SURRES12DEL02 ,24,4.8,21.183434,72.814492,21.203434,72.834492,01-03-2022,08:45:00,08:55:00,Cloudy,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,14,0.028284271247461298
VADRES04DEL01 ,33,4.8,0.0,0.0,0.04,0.04,13-03-2022,15:35:00,15:50:00,Windy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,26,0.0565685424949238
PUNERES11DEL03 ,26,4.9,18.533811,73.899315,18.623811,73.989315,02-04-2022,19:35:00,19:40:00,Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,30,0.12727922061358088
RANCHIRES18DEL02 ,40,3.0,23.351489,85.324253,23.431489,85.404253,04-04-2022,NaN ,22:35:00,Windy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,28,0.11313708498984519
COIMBRES14DEL02 ,20,4.7,11.003681,76.975525,11.053681,77.025525,15-03-2022,19:10:00,19:25:00,Cloudy,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,29,0.07071067811865199
SURRES19DEL02 ,29,4.8,21.149669,72.772629,21.279669,72.902629,06-04-2022,22:50:00,22:55:00,Windy,Low ,1,Buffet ,scooter ,0,No ,Urban ,12,0.1838477631085085
BANGRES15DEL01 ,32,4.0,12.975377,77.696664,13.045377,77.766664,23-03-2022,18:45:00,18:50:00,Windy,Medium ,0,Special Drinks,motorcycle ,3,Yes ,Urban ,49,0.09899494936612209
VADRES20DEL01 ,20,4.9,22.311358,73.164798,22.421358,73.274798,25-03-2022,17:25:00,17:35:00,Fog,Medium ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,42,0.15556349186104218
CHENRES19DEL01 ,26,5.0,12.986047,80.218114,13.056047,80.288114,27-03-2022,19:00:00,19:15:00,Sandstorms,Medium ,2,Meal ,electric_scooter ,1,No ,Urban ,24,0.09899494936611203
SURRES09DEL01 ,38,4.8,21.175975,72.795503,21.285975,72.905503,25-03-2022,20:00:00,20:10:00,Cloudy,Jam ,2,Special Drinks,motorcycle ,1,No ,Metropolitian ,46,0.15556349186103965
GOARES17DEL01 ,34,4.6,15.496162,73.825364,15.536162,73.865364,17-02-2022,13:50:00,13:55:00,Sandstorms,High ,2,Meal ,electric_scooter ,1,No ,Urban ,27,0.05656854249492762
JAPRES19DEL02 ,27,4.5,26.913726,75.75282,26.933726,75.77282,03-04-2022,08:10:00,08:15:00,Stormy,Low ,1,Snack ,motorcycle ,0,No ,Metropolitian ,13,0.028284271247458786
KOLRES18DEL01 ,29,5.0,22.569367,88.433187,22.639367,88.503187,12-02-2022,20:55:00,21:10:00,Windy,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,25,0.09899494936611203
SURRES07DEL02 ,24,4.9,21.170798,72.790489,21.300798,72.920489,04-04-2022,19:20:00,19:35:00,Windy,Jam ,2,Drinks ,motorcycle ,1,No ,Urban ,24,0.1838477631085085
INDORES12DEL01 ,21,4.9,22.74806,75.8934,22.75806,75.9034,05-03-2022,08:30:00,08:45:00,Cloudy,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,12,0.014142135623735673
LUDHRES16DEL01 ,33,4.4,30.895817,75.813112,30.905817,75.823112,13-02-2022,09:25:00,09:40:00,Windy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,24,0.014142135623723113
RANCHIRES06DEL03 ,35,4.7,23.357804,85.325146,23.417804,85.385146,01-03-2022,21:30:00,21:40:00,Sandstorms,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,29,0.0848528137423864
COIMBRES16DEL02 ,35,4.7,11.010375,76.95295,11.090375,77.03295,31-03-2022,23:15:00,23:20:00,Stormy,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,18,0.11313708498984645
DEHRES13DEL02 ,40,3.0,-30.366322,-78.070453,30.496322,78.200453,18-02-2022,NaN ,22:30:00,Rainny,Low ,3,Snack ,scooter ,1,No ,Metropolitian ,20,167.70467344928576
MYSRES06DEL03 ,40,3.0,12.323994,76.626167,12.353994,76.656167,28-03-2022,NaN ,18:10:00,Stormy,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,13,0.0424264068711932
MUMRES16DEL01 ,29,4.8,19.120083,72.907385,19.190083,72.977385,06-04-2022,23:45:00,23:55:00,Cloudy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,23,0.09899494936611203
PUNERES19DEL02 ,21,4.9,18.563934,73.915367,18.643935,73.995367,23-03-2022,23:30:00,23:35:00,Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,19,0.1131377920988368
BANGRES08DEL01 ,29,4.6,12.906229,77.596791,13.016229,77.706791,04-04-2022,21:45:00,21:50:00,Windy,Jam ,0,Meal ,motorcycle ,1,No ,Urban ,29,0.15556349186103965
BANGRES010DEL03 ,22,4.7,12.933298,77.614293,13.023298,77.704293,20-03-2022,20:15:00,20:30:00,Sunny,Jam ,0,Snack ,motorcycle ,0,No ,Metropolitian ,24,0.12727922061358088
MYSRES20DEL01 ,40,3.0,12.337978,76.616792,12.377978,76.656792,07-03-2022,NaN ,13:00:00,Rainny,Low ,1,Drinks ,scooter ,0,No ,Urban ,27,0.05656854249491883
AGRRES01DEL02 ,24,4.4,27.161661,78.011544,27.241661,78.091544,18-02-2022,20:45:00,21:00:00,Cloudy,Jam ,2,Special Drinks,scooter ,0,No ,Metropolitian ,40,0.1131370849898477
MYSRES18DEL01 ,23,4.9,12.337928,76.617889,12.347928,76.627889,11-03-2022,11:35:00,11:50:00,Stormy,High ,2,Snack ,scooter ,0,No ,Metropolitian ,22,0.014142135623724367
CHENRES010DEL01 ,27,4.6,13.066762,80.251865,13.076762,80.261865,13-03-2022,11:15:00,11:20:00,Windy,High ,2,Drinks ,scooter ,4,No ,Urban ,12,0.014142135623734417
COIMBRES20DEL02 ,33,4.1,10.994136,76.963303,11.074136,77.043303,10-03-2022,18:20:00,18:25:00,Sandstorms,Medium ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,43,0.11313708498984645
HYDRES16DEL01 ,35,4.6,17.440827,78.393391,17.550827,78.503391,02-03-2022,18:15:00,18:30:00,Windy,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,26,0.15556349186104218
COIMBRES14DEL03 ,21,4.7,11.003681,76.975525,11.033681,77.005525,24-03-2022,17:15:00,17:30:00,Windy,Medium ,1,Buffet ,scooter ,0,No ,Metropolitian ,27,0.0424264068711932
CHENRES11DEL03 ,39,4.4,13.064181,80.236442,13.154181,80.326442,23-03-2022,22:15:00,22:25:00,Fog,Low ,0,Special Drinks,motorcycle ,2,No ,Metropolitian ,35,0.12727922061358088
CHENRES010DEL02 ,34,4.8,13.066762,80.251865,13.116762,80.301865,26-03-2022,22:45:00,22:50:00,Windy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,27,0.07071067811866204
SURRES16DEL01 ,29,4.9,21.160437,72.774209,21.200437,72.814209,15-03-2022,12:10:00,12:25:00,Cloudy,High ,0,Drinks ,motorcycle ,1,No ,Urban ,27,0.05656854249492762
MUMRES07DEL02 ,20,4.7,19.091458,72.827808,19.111458,72.847808,19-03-2022,08:45:00,08:50:00,Fog,Low ,1,Buffet ,scooter ,0,No ,Metropolitian ,17,0.028284271247458786
ALHRES11DEL01 ,20,4.8,0.0,0.0,0.07,0.07,12-02-2022,22:35:00,22:50:00,Sandstorms,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,17,0.09899494936611666
RANCHIRES01DEL03 ,30,4.7,23.416792,85.316842,23.476792,85.376842,24-03-2022,23:45:00,00:00:00,Sunny,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,15,0.0848528137423864
DEHRES07DEL02 ,37,4.7,30.362686,78.06889,30.492686,78.19889,12-02-2022,21:20:00,21:30:00,Fog,Jam ,2,Special Drinks,scooter ,1,No ,Metropolitian ,39,0.1838477631085085
INDORES08DEL03 ,39,4.6,22.725748,75.898497,22.755747,75.928497,15-03-2022,20:10:00,20:20:00,Stormy,Jam ,1,Drinks ,motorcycle ,1,No ,Rural ,25,0.04242569977029515
HYDRES01DEL01 ,26,5.0,17.410371,78.437225,17.520371,78.547225,04-04-2022,17:25:00,17:30:00,Sunny,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,18,0.15556349186103965
ALHRES11DEL02 ,32,4.9,0.0,0.0,0.08,0.08,18-02-2022,17:50:00,18:00:00,Cloudy,Medium ,0,Special Drinks,motorcycle ,3,Yes ,Urban ,48,0.1131370849898476
PUNERES13DEL03 ,21,4.7,18.56245,73.916619,18.65245,74.006619,10-03-2022,23:45:00,23:55:00,Fog,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,28,0.12727922061358338
BANGRES20DEL02 ,35,4.8,12.972161,77.596014,12.992161,77.616014,13-03-2022,10:00:00,10:05:00,Sandstorms,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,29,0.028284271247468833
RANCHIRES01DEL03 ,39,4.6,23.416792,85.316842,23.446792,85.346842,11-03-2022,18:35:00,18:50:00,Sandstorms,Medium ,2,Special Drinks,motorcycle ,0,No ,Urban ,32,0.042426406871191945
BANGRES08DEL02 ,39,5.0,12.906229,77.596791,13.036229,77.726791,02-03-2022,23:10:00,23:15:00,Cloudy,Low ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,41,0.18384776310850975
KOCRES20DEL01 ,27,4.9,9.979186,76.317361,10.049186,76.387361,18-02-2022,21:00:00,21:10:00,Cloudy,Jam ,0,Special Drinks,motorcycle ,2,No ,Metropolitian ,39,0.09899494936611203
CHENRES16DEL03 ,33,4.8,13.049645,80.242268,13.079645,80.272268,07-03-2022,18:35:00,18:40:00,Fog,Medium ,2,Drinks ,scooter ,0,No ,Metropolitian ,16,0.0424264068711932
HYDRES04DEL02 ,33,4.8,17.411028,78.329645,17.541028,78.459645,10-03-2022,21:15:00,21:25:00,Fog,Jam ,0,Special Drinks,motorcycle ,3,No ,Metropolitian ,48,0.18384776310849843
BANGRES01DEL01 ,37,4.7,12.933284,77.615428,13.003284,77.685428,06-04-2022,17:20:00,17:35:00,Cloudy,Medium ,1,Special Drinks,motorcycle ,0,No ,Metropolitian ,40,0.09899494936612209
COIMBRES12DEL02 ,20,4.6,11.000762,76.981876,11.020762,77.001876,03-03-2022,08:20:00,08:30:00,Stormy,Low ,1,Drinks ,motorcycle ,0,No ,Urban ,11,0.028284271247458786
LUDHRES07DEL02 ,20,4.6,0.0,0.0,0.08,0.08,12-02-2022,22:00:00,22:10:00,Sunny,Jam ,2,Buffet ,motorcycle ,1,No ,Urban ,19,0.1131370849898476
PUNERES010DEL01 ,31,4.2,18.539299,73.897902,18.609299,73.967902,10-03-2022,21:00:00,21:05:00,Cloudy,Jam ,1,Special Drinks,scooter ,1,No ,Urban ,35,0.09899494936611203
COIMBRES19DEL02 ,27,4.6,11.022298,76.998349,11.042298,77.018349,07-03-2022,11:30:00,11:40:00,Sunny,High ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,16,0.028284271247460042
VADRES010DEL02 ,37,4.9,22.310329,73.169083,22.360329,73.219083,09-03-2022,17:25:00,17:40:00,Fog,Medium ,1,Drinks ,scooter ,0,No ,Urban ,15,0.07071067811865325
BANGRES14DEL02 ,34,4.4,12.949934,77.699386,12.999934,77.749386,05-03-2022,21:45:00,22:00:00,Stormy,Jam ,2,Special Drinks,scooter ,1,No ,Urban ,31,0.07071067811865199
COIMBRES05DEL03 ,25,4.7,11.022169,76.999594,11.082169,77.059594,17-03-2022,22:40:00,22:50:00,Fog,Low ,1,Snack ,motorcycle ,0,No ,Urban ,11,0.08485281374238766
AURGRES07DEL02 ,37,4.7,19.875908,75.358888,19.925908,75.408888,17-02-2022,22:40:00,22:50:00,Cloudy,Low ,0,Meal ,motorcycle ,1,No ,Urban ,22,0.0707106781186633
KOCRES11DEL01 ,23,4.7,10.006881,76.345397,10.076881,76.415397,14-02-2022,22:50:00,23:05:00,Stormy,Low ,1,Meal ,scooter ,1,No ,Rural ,16,0.09899494936611203
MYSRES17DEL01 ,27,5.0,12.326356,76.619103,12.366356,76.659103,05-03-2022,15:00:00,15:05:00,Fog,High ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,24,0.05656854249492762
HYDRES13DEL02 ,36,4.7,17.431477,78.40035,17.451477,78.42035,11-03-2022,10:25:00,10:40:00,Cloudy,Low ,2,Snack ,electric_scooter ,0,No ,Urban ,16,0.028284271247458786
JAPRES14DEL03 ,30,4.3,26.88842,75.800689,27.02842,75.940689,18-03-2022,19:35:00,19:45:00,Windy,Jam ,0,Special Drinks,motorcycle ,1,No ,Rural ,42,0.1979898987322341
AURGRES20DEL01 ,20,4.9,0.0,0.0,0.01,0.01,11-02-2022,11:45:00,12:00:00,Cloudy,High ,1,Special Drinks,motorcycle ,1,No ,Metropolitian ,31,0.01414213562373095
COIMBRES13DEL01 ,28,4.7,11.003669,76.976494,11.073669,77.046494,14-03-2022,21:15:00,21:30:00,Fog,Jam ,1,Special Drinks,scooter ,1,No ,Metropolitian ,31,0.09899494936611203
VADRES07DEL02 ,36,4.0,0.0,0.0,0.02,0.02,30-03-2022,10:25:00,10:35:00,Windy,Low ,0,Special Drinks,motorcycle ,0,No ,Metropolitian ,33,0.0282842712474619
CHENRES08DEL02 ,20,4.7,13.022394,80.242439,13.072394,80.292439,17-03-2022,23:35:00,23:40:00,Stormy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,16,0.07071067811865199
PUNERES04DEL01 ,22,4.7,18.51421,73.838429,18.62421,73.948429,06-04-2022,23:20:00,23:30:00,Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,16,0.15556349186104218
MYSRES15DEL01 ,28,4.7,12.352058,76.60665,12.462058,76.71665,25-03-2022,18:20:00,18:30:00,Sandstorms,Medium ,1,Buffet ,motorcycle ,4,No ,Metropolitian ,25,0.1555634918610409
SURRES03DEL01 ,34,4.8,21.186884,72.793616,21.196884,72.803616,05-04-2022,08:45:00,08:50:00,Cloudy,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,18,0.014142135623735673
VADRES01DEL01 ,25,4.8,22.307898,73.167788,22.417898,73.277788,14-03-2022,18:25:00,18:40:00,Windy,Medium ,1,Drinks ,scooter ,0,No ,Metropolitian ,26,0.15556349186103965
AURGRES05DEL02 ,38,5.0,19.875522,75.367127,19.925522,75.417127,15-02-2022,21:20:00,21:35:00,Sandstorms,Jam ,1,Special Drinks,scooter ,1,No ,Metropolitian ,34,0.07071067811865325
JAPRES17DEL02 ,34,3.5,26.892312,75.806896,26.972313,75.886896,31-03-2022,17:35:00,17:40:00,Windy,Medium ,2,Special Drinks,motorcycle ,1,No ,Metropolitian ,32,0.1131377920988368
VADRES13DEL01 ,24,4.9,22.310237,73.158921,22.420237,73.268921,20-03-2022,19:30:00,19:35:00,Windy,Jam ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,22,0.15556349186103965
RANCHIRES04DEL03 ,33,4.6,23.359033,85.325347,23.449033,85.415347,12-03-2022,21:15:00,21:25:00,Windy,Jam ,0,Special Drinks,motorcycle ,2,Yes ,Urban ,50,0.12727922061358088
KOLRES14DEL02 ,21,4.6,22.552996,88.35231,22.572996,88.37231,17-02-2022,11:55:00,12:00:00,Stormy,High ,1,Snack ,scooter ,1,No ,Urban ,16,0.028284271247458786
KOLRES04DEL03 ,25,4.6,22.538731,88.364878,22.598731,88.424878,15-02-2022,17:40:00,17:50:00,Stormy,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,23,0.08485281374238891
VADRES14DEL01 ,23,4.9,22.311603,73.165012,22.351603,73.205012,05-04-2022,14:40:00,14:45:00,Windy,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,19,0.05656854249491757
LUDHRES06DEL02 ,34,4.9,30.895204,75.822103,30.945204,75.872103,17-02-2022,22:40:00,22:55:00,Stormy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,25,0.07071067811865325
HYDRES010DEL01 ,25,4.7,17.428294,78.404423,17.498294,78.474423,31-03-2022,18:50:00,18:55:00,Fog,Medium ,2,Special Drinks,scooter ,1,No ,Metropolitian ,37,0.09899494936612209
ALHRES08DEL03 ,28,4.9,25.450329,81.834279,25.540329,81.924279,12-02-2022,22:15:00,22:20:00,Sandstorms,Low ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,10,0.12727922061358088
PUNERES07DEL01 ,34,3.7,18.546947,73.900626,18.656947,74.010626,27-03-2022,21:30:00,21:40:00,Stormy,Jam ,1,Special Drinks,scooter ,1,No ,Metropolitian ,34,0.15556349186103965
JAPRES20DEL01 ,24,4.5,26.956431,75.776649,27.066431,75.886649,08-03-2022,23:30:00,23:40:00,Stormy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,14,0.15556349186104218
CHENRES14DEL03 ,31,5.0,13.026279,80.174568,13.086279,80.234568,28-03-2022,20:25:00,20:30:00,Cloudy,Jam ,1,Buffet ,motorcycle ,1,No ,Rural ,26,0.0848528137423864
MUMRES14DEL03 ,38,4.6,19.1813,72.836191,19.2413,72.896191,21-03-2022,20:10:00,20:20:00,Sandstorms,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,30,0.0848528137423864
DEHRES04DEL03 ,32,4.8,30.340722,78.060221,30.430722,78.150221,16-02-2022,17:30:00,17:45:00,Sunny,Medium ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,17,0.12727922061358088
AURGRES03DEL03 ,28,5.0,19.874733,75.353942,19.964733,75.443942,14-02-2022,18:00:00,18:15:00,Sandstorms,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,29,0.12727922061358088
JAPRES06DEL03 ,29,4.5,26.911927,75.797282,27.001927,75.887282,31-03-2022,19:00:00,19:10:00,Fog,Medium ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,37,0.12727922061358088
CHENRES05DEL02 ,28,4.8,13.058616,80.264151,13.188616,80.394151,16-03-2022,19:50:00,20:00:00,Sandstorms,Jam ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,23,0.18384776310849843
MYSRES15DEL02 ,39,4.8,12.352058,76.60665,12.402058,76.65665,05-03-2022,21:50:00,22:00:00,Windy,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,30,0.07071067811865325
VADRES16DEL01 ,39,4.8,0.0,0.0,0.07,0.07,12-03-2022,20:40:00,20:55:00,Windy,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,29,0.09899494936611666
INDORES05DEL02 ,26,4.8,22.727021,75.884167,22.747021,75.904167,26-03-2022,09:50:00,10:00:00,Windy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,14,0.028284271247458786
INDORES02DEL03 ,33,4.8,22.651847,75.881991,22.681847,75.911991,24-03-2022,23:15:00,23:25:00,Stormy,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,28,0.04242640687119446
ALHRES17DEL03 ,37,4.9,25.45235,81.841889,25.48235,81.871889,11-02-2022,20:30:00,20:45:00,Sandstorms,Jam ,1,Drinks ,scooter ,0,No ,Metropolitian ,27,0.04242640687119446
BANGRES08DEL03 ,40,3.0,12.906229,77.596791,12.966229,77.656791,01-03-2022,NaN ,22:45:00,Rainny,Low ,3,Drinks ,scooter ,0,No ,Metropolitian ,24,0.08485281374238766
COIMBRES20DEL03 ,24,4.6,10.994136,76.963303,11.084136,77.053303,27-03-2022,23:20:00,23:25:00,Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,16,0.12727922061358213
AURGRES03DEL02 ,36,5.0,19.874733,75.353942,19.954733,75.433942,14-02-2022,19:35:00,19:40:00,Sandstorms,Jam ,0,Special Drinks,motorcycle ,2,No ,Metropolitian ,43,0.1131370849898477
VADRES14DEL03 ,22,4.7,22.311603,73.165012,22.401603,73.255012,04-03-2022,17:45:00,17:50:00,Fog,Medium ,0,Special Drinks,motorcycle ,3,No ,Metropolitian ,44,0.12727922061357083
HYDRES04DEL03 ,21,4.6,17.411028,78.329645,17.441028,78.359645,30-03-2022,18:55:00,19:00:00,Stormy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,22,0.042426406871191945
SURRES07DEL02 ,29,5.0,21.170798,72.790489,21.220798,72.840489,21-03-2022,22:35:00,22:45:00,Windy,Low ,1,Buffet ,scooter ,4,No ,Urban ,16,0.07071067811866079
BANGRES17DEL02 ,33,4.7,12.972532,77.608179,12.992532,77.628179,05-04-2022,08:30:00,08:35:00,Fog,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,18,0.028284271247460042
RANCHIRES04DEL02 ,27,4.1,23.359033,85.325347,23.379033,85.345347,11-03-2022,10:20:00,10:25:00,Stormy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,16,0.028284271247468833
HYDRES14DEL02 ,40,3.0,17.426228,78.407495,17.556228,78.537495,12-03-2022,NaN ,17:50:00,Windy,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,24,0.183847763108511
SURRES04DEL01 ,30,4.2,21.173493,72.801953,21.243493,72.871953,06-04-2022,19:50:00,19:55:00,Cloudy,Jam ,1,Special Drinks,motorcycle ,1,No ,Metropolitian ,46,0.09899494936612209
VADRES18DEL02 ,22,4.8,0.0,0.0,0.08,0.08,06-04-2022,18:20:00,18:30:00,Sunny,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,26,0.1131370849898476
COIMBRES13DEL01 ,20,4.9,11.003669,76.976494,11.073669,77.046494,02-04-2022,17:25:00,17:30:00,Stormy,Medium ,1,Drinks ,scooter ,1,No ,Urban ,17,0.09899494936611203
BANGRES20DEL01 ,31,4.4,12.972161,77.596014,13.042161,77.666014,12-03-2022,20:25:00,20:30:00,Sandstorms,Jam ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,44,0.09899494936612209
SURRES19DEL03 ,36,4.6,21.149669,72.772629,21.179669,72.802629,28-03-2022,19:00:00,19:10:00,Fog,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,17,0.04242640687119446
JAPRES17DEL02 ,39,4.9,26.892312,75.806896,26.972313,75.886896,14-03-2022,21:15:00,21:25:00,Windy,Jam ,0,Special Drinks,motorcycle ,2,No ,Urban ,43,0.1131377920988368
HYDRES07DEL01 ,32,4.7,17.424114,78.347554,17.534114,78.457554,31-03-2022,22:50:00,23:05:00,Fog,Low ,0,Special Drinks,motorcycle ,1,No ,Metropolitian ,41,0.15556349186103965
RANCHIRES14DEL01 ,23,4.2,0.0,0.0,0.07,0.07,16-03-2022,18:40:00,18:50:00,Windy,Medium ,0,Special Drinks,motorcycle ,0,No ,Metropolitian ,34,0.09899494936611666
SURRES13DEL02 ,30,3.8,21.170096,72.789122,21.250096,72.869122,18-03-2022,20:25:00,20:35:00,Windy,Jam ,2,Special Drinks,scooter ,1,Yes ,Metropolitian ,40,0.11313708498984519
INDORES15DEL02 ,26,4.7,22.760072,75.892574,22.780072,75.912574,05-03-2022,08:20:00,08:25:00,Windy,Low ,2,Meal ,scooter ,0,No ,Urban ,16,0.028284271247468833
MYSRES07DEL01 ,40,3.0,12.325461,76.632278,12.335461,76.642278,09-03-2022,NaN ,12:10:00,Cloudy,High ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,23,0.014142135623734417
SURRES11DEL01 ,21,4.9,21.157735,72.768778,21.167735,72.778778,13-03-2022,11:25:00,11:35:00,Stormy,High ,2,Buffet ,motorcycle ,0,No ,Urban ,13,0.014142135623735673
COIMBRES12DEL03 ,23,4.6,11.000762,76.981876,11.030762,77.011876,21-03-2022,18:30:00,18:45:00,Stormy,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,29,0.0424264068711932
SURRES03DEL02 ,22,4.9,21.186884,72.793616,21.206884,72.813616,03-03-2022,11:10:00,11:20:00,Sandstorms,High ,1,Meal ,motorcycle ,1,No ,Metropolitian ,24,0.028284271247458786
SURRES14DEL03 ,39,4.5,21.157729,72.768726,21.187729,72.798726,30-03-2022,18:25:00,18:35:00,Cloudy,Medium ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,16,0.04242640687119446
CHENRES02DEL02 ,32,4.1,13.086438,80.220672,13.136439,80.270672,24-03-2022,20:40:00,20:45:00,Stormy,Jam ,1,Special Drinks,scooter ,1,No ,Metropolitian ,34,0.07071138522897945
